application/vnd.afpc.cmoca-cmresource,IANA,,false,
application/vnd.afpc.foca-charset,IANA,,false,
application/vnd.afpc.foca-codedfont,IANA,,false,
application/vnd.afpc.foca-codepage,IANA,,false,
application/vnd.afpc.modca,IANA,,false,
application/vnd.afpc.modca-cmtable,IANA,,false,
application/vnd.afpc.modca-formdef,IANA,,false,
application/vnd.afpc.modca-mediummap,IANA,,false,
application/vnd.afpc.modca-objectcontainer,IANA,,false,
application/vnd.afpc.modca-overlay,IANA,,false,
application/vnd.afpc.modca-pagesegment,IANA,,false,
application/vnd.age,IANA,,false,age
application/vnd.ah-barcode,IANA,,false,
application/vnd.ahead.space,IANA,,false,ahead
application/vnd.airzip.filesecure.azf,IANA,,false,azf
application/vnd.airzip.filesecure.azs,IANA,,false,azs
application/vnd.amadeus+json,IANA,,true,
application/vnd.amazon.ebook,APACHE,,false,azw
application/vnd.amazon.mobi8-ebook,IANA,,false,
application/vnd.americandynamics.acc,IANA,,false,acc
application/vnd.amiga.ami,IANA,,false,ami
application/vnd.amundsen.maze+xml,IANA,,true,
application/vnd.android.ota,IANA,,false,
application/vnd.android.package-archive,APACHE,,false,apk
application/vnd.anki,IANA,,false,
application/vnd.anser-web-certificate-issue-initiation,IANA,,false,cii
application/vnd.anser-web-funds-transfer-initiation,APACHE,,false,fti
application/vnd.antix.game-component,IANA,,false,atx
application/vnd.apache.arrow.file,IANA,,false,
application/vnd.apache.arrow.stream,IANA,,false,
application/vnd.apache.thrift.binary,IANA,,false,
application/vnd.apache.thrift.compact,IANA,,false,
application/vnd.apache.thrift.json,IANA,,false,
application/vnd.api+json,IANA,,true,
application/vnd.aplextor.warrp+json,IANA,,true,
application/vnd.apothekende.reservation+json,IANA,,true,
application/vnd.apple.installer+xml,IANA,,true,mpkg
application/vnd.apple.keynote,IANA,,false,key
application/vnd.apple.mpegurl,IANA,,false,m3u8
application/vnd.apple.numbers,IANA,,false,numbers
application/vnd.apple.pages,IANA,,false,pages
application/vnd.apple.pkpass,,,false,pkpass
application/vnd.arastra.swi,IANA,,false,
application/vnd.aristanetworks.swi,IANA,,false,swi
application/vnd.artisan+json,IANA,,true,
application/vnd.artsquare,IANA,,false,
application/vnd.astraea-software.iota,IANA,,false,iota
application/vnd.audiograph,IANA,,false,aep
application/vnd.autopackage,IANA,,false,
application/vnd.avalon+json,IANA,,true,
application/vnd.avistar+xml,IANA,,true,
application/vnd.balsamiq.bmml+xml,IANA,,true,bmml
application/vnd.balsamiq.bmpr,IANA,,false,
application/vnd.banana-accounting,IANA,,false,
application/vnd.bbf.usp.error,IANA,,false,
application/vnd.bbf.usp.msg,IANA,,false,
application/vnd.bbf.usp.msg+json,IANA,,true,
application/vnd.bekitzur-stech+json,IANA,,true,
application/vnd.bint.med-content,IANA,,false,
application/vnd.biopax.rdf+xml,IANA,,true,
application/vnd.blink-idb-value-wrapper,IANA,,false,
application/vnd.blueice.multipass,IANA,,false,mpm
application/vnd.bluetooth.ep.oob,IANA,,false,
application/vnd.bluetooth.le.oob,IANA,,false,
application/vnd.bmi,IANA,,false,bmi
application/vnd.bpf,IANA,,false,
application/vnd.bpf3,IANA,,false,
application/vnd.businessobjects,IANA,,false,rep
application/vnd.byu.uapi+json,IANA,,true,
application/vnd.cab-jscript,IANA,,false,
application/vnd.canon-cpdl,IANA,,false,
application/vnd.canon-lips,IANA,,false,
application/vnd.capasystems-pg+json,IANA,,true,
application/vnd.cendio.thinlinc.clientconf,IANA,,false,
application/vnd.century-systems.tcp_stream,IANA,,false,
application/vnd.chemdraw+xml,IANA,,true,cdxml
application/vnd.chess-pgn,IANA,,false,
application/vnd.chipnuts.karaoke-mmd,IANA,,false,mmd
application/vnd.ciedi,IANA,,false,
application/vnd.cinderella,IANA,,false,cdy
application/vnd.cirpack.isdn-ext,IANA,,false,
application/vnd.citationstyles.style+xml,IANA,,true,csl
application/vnd.claymore,IANA,,false,cla
application/vnd.cloanto.rp9,IANA,,false,rp9
application/vnd.clonk.c4group,IANA,,false,c4g;c4d;c4f;c4p;c4u
application/vnd.cluetrust.cartomobile-config,IANA,,false,c11amc
application/vnd.cluetrust.cartomobile-config-pkg,IANA,,false,c11amz
application/vnd.coffeescript,IANA,,false,
application/vnd.collabio.xodocuments.document,IANA,,false,
application/vnd.collabio.xodocuments.document-template,IANA,,false,
application/vnd.collabio.xodocuments.presentation,IANA,,false,
application/vnd.collabio.xodocuments.presentation-template,IANA,,false,
application/vnd.collabio.xodocuments.spreadsheet,IANA,,false,
application/vnd.collabio.xodocuments.spreadsheet-template,IANA,,false,
application/vnd.collection+json,IANA,,true,
application/vnd.collection.doc+json,IANA,,true,
application/vnd.collection.next+json,IANA,,true,
application/vnd.comicbook+zip,IANA,,false,
application/vnd.comicbook-rar,IANA,,false,
application/vnd.commerce-battelle,IANA,,false,
application/vnd.commonspace,IANA,,false,csp
application/vnd.contact.cmsg,IANA,,false,cdbcmsg
application/vnd.coreos.ignition+json,IANA,,true,
application/vnd.cosmocaller,IANA,,false,cmc
application/vnd.crick.clicker,IANA,,false,clkx
application/vnd.crick.clicker.keyboard,IANA,,false,clkk
application/vnd.crick.clicker.palette,IANA,,false,clkp
application/vnd.crick.clicker.template,IANA,,false,clkt
application/vnd.crick.clicker.wordbank,IANA,,false,clkw
application/vnd.criticaltools.wbs+xml,IANA,,true,wbs
application/vnd.cryptii.pipe+json,IANA,,true,
application/vnd.crypto-shade-file,IANA,,false,
application/vnd.cryptomator.encrypted,IANA,,false,
application/vnd.cryptomator.vault,IANA,,false,
application/vnd.ctc-posml,IANA,,false,pml
application/vnd.ctct.ws+xml,IANA,,true,
application/vnd.cups-pdf,IANA,,false,
application/vnd.cups-postscript,IANA,,false,
application/vnd.cups-ppd,IANA,,false,ppd
application/vnd.cups-raster,IANA,,false,
application/vnd.cups-raw,IANA,,false,
application/vnd.curl,IANA,,false,
application/vnd.curl.car,APACHE,,false,car
application/vnd.curl.pcurl,APACHE,,false,pcurl
application/vnd.cyan.dean.root+xml,IANA,,true,
application/vnd.cybank,IANA,,false,
application/vnd.cyclonedx+json,IANA,,true,
application/vnd.cyclonedx+xml,IANA,,true,
